set,value
s_,0.0
s_0,0.031224377336911857
s_1,0.008047698880545795
s_2,0.02365209150593728
s_3,0.9829359574941918
s_4,0.9839497728971764
s_5,0.9893906040815637
s_6,0.03568905952852219
s_7,0.012618531356565654
s_8,0.005483929417096078
s_0_1,0.01964413921814412
s_0_2,0.029532976332120597
s_0_3,0.9850240870146081
s_0_4,0.9884280486730859
s_0_5,0.988617233815603
s_0_6,0.0270042474148795
s_0_7,0.008601367357186973
s_0_8,0.02061742718797177
s_1_2,0.017116447794251144
s_1_3,0.9818068071035668
s_1_4,0.9839119835523888
s_1_5,0.9878832622198388
s_1_6,0.016867443802766502
s_1_7,0.011128553072921932
s_1_8,0.01024141802918166
s_2_3,0.9843910856870934
s_2_4,0.9843214674619958
s_2_5,0.9870256109861657
s_2_6,0.03816733870189637
s_2_7,0.014167616958729923
s_2_8,0.01644087757449597
s_3_4,0.9925118609098718
s_3_5,0.9923518820432946
s_3_6,0.9804615302709863
s_3_7,0.9786214752821252
s_3_8,0.9830642862943932
s_4_5,0.9882045312551782
s_4_6,0.9852750821737573
s_4_7,0.9865929408697411
s_4_8,0.984585992875509
s_5_6,0.9885123296407983
s_5_7,0.9889972134260461
s_5_8,0.9868839903501794
s_6_7,0.019630869734100997
s_6_8,0.03275242436211556
s_7_8,0.012537183123640716
s_0_1_2,0.02762402209918946
s_0_1_3,0.983122996869497
s_0_1_4,0.9894201679853722
s_0_1_5,0.9861231966642663
s_0_1_6,0.01706171582918614
s_0_1_7,0.010907780262641609
s_0_1_8,0.012845633435063064
s_0_2_3,0.9857692046789452
s_0_2_4,0.9893937631277367
s_0_2_5,0.9840581937460229
s_0_2_6,0.020758449914865196
s_0_2_7,0.008349761250428855
s_0_2_8,0.01745120610576123
s_0_3_4,0.9932682438520715
s_0_3_5,0.9924378915457055
s_0_3_6,0.9805369897512719
s_0_3_7,0.983411185326986
s_0_3_8,0.9859029575018212
s_0_4_5,0.9893886371282861
s_0_4_6,0.9878775401739404
s_0_4_7,0.9903112574247643
s_0_4_8,0.9889631195692345
s_0_5_6,0.9862326903967187
s_0_5_7,0.9852194710401818
s_0_5_8,0.9851621313719079
s_0_6_7,0.012512688408605754
s_0_6_8,0.01435614365618676
s_0_7_8,0.011738542350940406
s_1_2_3,0.9828392787603661
s_1_2_4,0.9855094476370141
s_1_2_5,0.9840646310476586
s_1_2_6,0.02198027807753533
s_1_2_7,0.010866018827073276
s_1_2_8,0.008423073100857437
s_1_3_4,0.9935787840513512
s_1_3_5,0.9920967145590112
s_1_3_6,0.9792092962889001
s_1_3_7,0.9810910745291039
s_1_3_8,0.9835868998197839
s_1_4_5,0.9895517750410363
s_1_4_6,0.9836349411634728
s_1_4_7,0.9863040967611596
s_1_4_8,0.9840247555403039
s_1_5_6,0.9850411935476586
s_1_5_7,0.9830737634329125
s_1_5_8,0.9837306066183373
s_1_6_7,0.012882755021564662
s_1_6_8,0.012981139938347042
s_1_7_8,0.013199359062127769
s_2_3_4,0.9934650583891198
s_2_3_5,0.9919283910421655
s_2_3_6,0.9826775713590905
s_2_3_7,0.9833139105467126
s_2_3_8,0.9863991065649316
s_2_4_5,0.9881908817915246
s_2_4_6,0.9830872340826318
s_2_4_7,0.9873991532949731
s_2_4_8,0.9836014433531091
s_2_5_6,0.9838566108373925
s_2_5_7,0.9823712630895898
s_2_5_8,0.9805135055212304
s_2_6_7,0.01651043992023915
s_2_6_8,0.014428303460590541
s_2_7_8,0.01204186852555722
s_3_4_5,0.9929180069593713
s_3_4_6,0.9930416269926354
s_3_4_7,0.9935688896803185
s_3_4_8,0.9933496041921899
s_3_5_6,0.9924582167295739
s_3_5_7,0.9922800584463403
s_3_5_8,0.9924257918028161
s_3_6_7,0.981769613805227
s_3_6_8,0.9828285499243066
s_3_7_8,0.9822586103109643
s_4_5_6,0.9877390785841271
s_4_5_7,0.988593332353048
s_4_5_8,0.9860203786520287
s_4_6_7,0.987646512570791
s_4_6_8,0.986324421945028
s_4_7_8,0.9863289518980309
s_5_6_7,0.9878376050619408
s_5_6_8,0.987628452363424
s_5_7_8,0.9865297599462792
s_6_7_8,0.018183322506956756
s_0_1_2_3,0.9853628202108666
s_0_1_2_4,0.9914624615339562
s_0_1_2_5,0.9819745941786095
s_0_1_2_6,0.023263987037353218
s_0_1_2_7,0.009259918588213623
s_0_1_2_8,0.014718376914970577
s_0_1_3_4,0.9938649459509179
s_0_1_3_5,0.9917933865217492
s_0_1_3_6,0.9781492276815698
s_0_1_3_7,0.9836410804418847
s_0_1_3_8,0.9862421079305932
s_0_1_4_5,0.9898976011900231
s_0_1_4_6,0.9874271674780175
s_0_1_4_7,0.9903543515829369
s_0_1_4_8,0.9893171115545556
s_0_1_5_6,0.9821072145132348
s_0_1_5_7,0.9805224462179467
s_0_1_5_8,0.9822307749418542
s_0_1_6_7,0.01525791164021939
s_0_1_6_8,0.011753328959457576
s_0_1_7_8,0.013165390933863819
s_0_2_3_4,0.9938554092077538
s_0_2_3_5,0.9914940519956872
s_0_2_3_6,0.9791722221998498
s_0_2_3_7,0.9862916989950463
s_0_2_3_8,0.9871978684095666
s_0_2_4_5,0.9884681625990197
s_0_2_4_6,0.9874581618933007
s_0_2_4_7,0.9905643983511254
s_0_2_4_8,0.9883775635389611
s_0_2_5_6,0.9798444433836266
s_0_2_5_7,0.9801682158140466
s_0_2_5_8,0.9791430159239098
s_0_2_6_7,0.010849034297280014
s_0_2_6_8,0.010717625613324344
s_0_2_7_8,0.009032045374624431
s_0_3_4_5,0.9928316398290917
s_0_3_4_6,0.993014685693197
s_0_3_4_7,0.9939787312177941
s_0_3_4_8,0.9938011689810082
s_0_3_5_6,0.990635625901632
s_0_3_5_7,0.9921758099226281
s_0_3_5_8,0.9925527496961877
s_0_3_6_7,0.98284357029479
s_0_3_6_8,0.983218781533651
s_0_3_7_8,0.9863606615690514
s_0_4_5_6,0.9864607377676293
s_0_4_5_7,0.9881681724218652
s_0_4_5_8,0.9879431648878381
s_0_4_6_7,0.9898996873525903
s_0_4_6_8,0.988918416085653
s_0_4_7_8,0.9902960582403466
s_0_5_6_7,0.9836750550894067
s_0_5_6_8,0.9864538236288354
s_0_5_7_8,0.9834721608785912
s_0_6_7_8,0.010883097420446575
s_1_2_3_4,0.9940913839964196
s_1_2_3_5,0.9915273709921166
s_1_2_3_6,0.9813085122732446
s_1_2_3_7,0.9843351765302941
s_1_2_3_8,0.985865346970968
s_1_2_4_5,0.9887614174513146
s_1_2_4_6,0.9827656074194238
s_1_2_4_7,0.9874562545446679
s_1_2_4_8,0.9823533220915124
s_1_2_5_6,0.9801467581419274
s_1_2_5_7,0.9780503435758874
s_1_2_5_8,0.9748467131284997
s_1_2_6_7,0.0118882394162938
s_1_2_6_8,0.008783553610555828
s_1_2_7_8,0.010858786175958812
s_1_3_4_5,0.993521265569143
s_1_3_4_6,0.9933624787954614
s_1_3_4_7,0.9938234611181542
s_1_3_4_8,0.9937609954504296
s_1_3_5_6,0.9912032409338281
s_1_3_5_7,0.9917346759466454
s_1_3_5_8,0.9920110030798241
s_1_3_6_7,0.9827210231451318
s_1_3_6_8,0.9834405108122155
s_1_3_7_8,0.9842571540502831
s_1_4_5_6,0.9868152661947533
s_1_4_5_7,0.9888775869039819
s_1_4_5_8,0.9871656222967431
