set,value
s_,0.0
s_0,0.04025806511344854
s_1,0.0153455783292884
s_2,0.1286876986414427
s_3,0.002583323061116971
s_4,0.30035745004715864
s_5,0.015992341810488142
s_6,0.014423339875065722
s_7,0.00901359623821918
s_8,0.06927410910429899
s_0_1,0.863735337057733
s_0_2,0.6064272115618223
s_0_3,0.7023652384668821
s_0_4,0.8375571558863157
s_0_5,0.8393049428850645
s_0_6,0.2509375105291838
s_0_7,0.6364706943422789
s_0_8,0.5401877353579039
s_1_2,0.9054885695368284
s_1_3,0.5392277429491514
s_1_4,0.8678778598696226
s_1_5,0.45955406526627485
s_1_6,0.11718276540341321
s_1_7,0.7723669002443785
s_1_8,0.2693490276724333
s_2_3,0.7437811086565489
s_2_4,0.8623753974825377
s_2_5,0.8512300441652769
s_2_6,0.44216294983925764
s_2_7,0.4390904496103758
s_2_8,0.6874819586664671
s_3_4,0.7294244358927244
s_3_5,0.026359958821558394
s_3_6,0.5852181504160399
s_3_7,0.253966916599893
s_3_8,0.2370965520531172
s_4_5,0.8575049231440062
s_4_6,0.8695975134760374
s_4_7,0.6798435042292112
s_4_8,0.8451444099337095
s_5_6,0.14051174024643842
s_5_7,0.7849671433359617
s_5_8,0.06678512344660703
s_6_7,0.018970601508044638
s_6_8,0.3168351540953154
s_7_8,0.5354156086832518
s_0_1_2,0.8921610901743406
s_0_1_3,0.77401711443963
s_0_1_4,0.8730740735918516
s_0_1_5,0.8974964807421202
s_0_1_6,0.8249165008455748
s_0_1_7,0.7666511128336424
s_0_1_8,0.8420540283113951
s_0_2_3,0.7588334868341917
s_0_2_4,0.8571092675119871
s_0_2_5,0.8860727141291136
s_0_2_6,0.653461773195886
s_0_2_7,0.7383408735186094
s_0_2_8,0.7902753541857237
s_0_3_4,0.7625827381998533
s_0_3_5,0.7888157556444639
s_0_3_6,0.6869497487932676
s_0_3_7,0.6590666959673399
s_0_3_8,0.6839364955812925
s_0_4_5,0.85039331416192
s_0_4_6,0.8493946383387083
s_0_4_7,0.7478998492151732
s_0_4_8,0.8281586954981321
