set,value
s_,0.0
s_0,0.01886369942803867
s_1,0.012254233501153067
s_2,0.0016588926373515278
s_3,0.03235254905303009
s_4,0.00419889998738654
s_5,0.7424289444752503
s_6,0.07127967572887428
s_7,0.01045035946299322
s_8,0.007534538890467957
s_0_1,0.047220070875482634
s_0_2,0.09026298768003471
s_0_3,0.8051263550587464
s_0_4,0.0588226402469445
s_0_5,0.8955525020428468
s_0_6,0.5857323864765931
s_0_7,0.4648685315914918
s_0_8,0.5962486127682496
s_1_2,0.19881099558551796
s_1_3,0.8970342139073182
s_1_4,0.434255496627884
s_1_5,0.7720411876507569
s_1_6,0.21328829324920662
s_1_7,0.036637340701418
s_1_8,0.274807379610138
s_2_3,0.02202568485517986
s_2_4,0.02197507119853981
s_2_5,0.30168725646217354
s_2_6,0.07174196190317161
s_2_7,0.013863937958376482
s_2_8,0.010813042550580576
s_3_4,0.8142702440090943
s_3_5,0.9432893852062989
s_3_6,0.2259608963795472
s_3_7,0.6884603957005311
s_3_8,0.810177252657013
s_4_5,0.9585870364971925
s_4_6,0.005222638166742399
s_4_7,0.07924318409641273
s_4_8,0.62754891908844
s_5_6,0.8669509748287965
s_5_7,0.9380465606518555
s_5_8,0.8961084345646668
s_6_7,0.17620794571121223
s_6_8,0.42759616769035347
s_7_8,0.17865364349563606
s_0_1_2,0.15203310645301826
s_0_1_3,0.9522691825695802
s_0_1_4,0.6846577385731507
s_0_1_5,0.9088808754750062
s_0_1_6,0.6319669345684815
s_0_1_7,0.6806939104862977
s_0_1_8,0.8119113305874635
s_0_2_3,0.769999132520752
s_0_2_4,0.674096451170044
s_0_2_5,0.772492037183838
s_0_2_6,0.7483292082615662
s_0_2_7,0.7568070153065491
s_0_2_8,0.5304540256329346
s_0_3_4,0.9645086983509827
s_0_3_5,0.9422406414814759
s_0_3_6,0.24476231730659492
s_0_3_7,0.822896705038147
s_0_3_8,0.9429372409649659
s_0_4_5,0.9525564769573975
s_0_4_6,0.16741810835083015
s_0_4_7,0.26713939107139595
s_0_4_8,0.893867061502533
s_0_5_6,0.8441079715557862
s_0_5_7,0.9000261286564637
s_0_5_8,0.925140426523285
s_0_6_7,0.32250873840530403
s_0_6_8,0.7823663214512635
s_0_7_8,0.8018662194081116
s_1_2_3,0.7522107223339844
s_1_2_4,0.7339339712925721
s_1_2_5,0.8568330863781739
s_1_2_6,0.6550571779080201
s_1_2_7,0.6543946126766969
s_1_2_8,0.64203547037323
