set,value
s_,0.0
s_0,0.0018798179808072746
s_1,0.26768976816674694
s_2,0.24979213246842846
s_3,0.006916223035659641
s_4,0.3344170785858296
s_5,0.000645820633508265
s_6,0.0031383467721752822
s_7,0.01593191729625687
s_8,0.0028480621404014528
s_0_1,0.3022084272815846
s_0_2,0.3043850398971699
s_0_3,0.00547839974751696
s_0_4,0.30669483909150586
s_0_5,0.001314397610258311
s_0_6,0.005965962482150644
s_0_7,0.04178728902479634
s_0_8,0.005592789442744106
s_1_2,0.27553257712861523
s_1_3,0.20913981267949566
s_1_4,0.3854220844223164
s_1_5,0.2399394846870564
s_1_6,0.22459866473218426
s_1_7,0.3444229997112416
s_1_8,0.15698868402978405
s_2_3,0.3055682815029286
s_2_4,0.5995555258705281
s_2_5,0.3024031854583882
s_2_6,0.3845126367523335
s_2_7,0.4019394255592488
s_2_8,0.2820333577110432
s_3_4,0.5853610969497822
s_3_5,0.008593817183282226
s_3_6,0.17967732617398724
s_3_7,0.13976958760758862
s_3_8,0.08431340375682339
s_4_5,0.44332838425179943
s_4_6,0.33710512885591015
s_4_7,0.37054008612176403
s_4_8,0.3171674049808644
s_5_6,0.0033633163548074663
s_5_7,0.052852217049803585
s_5_8,0.0104067082866095
s_6_7,0.04697393992682919
s_6_8,0.011671403364744037
s_7_8,0.056135859282221645
s_0_1_2,0.34842235216638073
s_0_1_3,0.2534202671959065
s_0_1_4,0.501621995063033
s_0_1_5,0.2820420897915028
s_0_1_6,0.3247689045383595
s_0_1_7,0.46012542018434033
s_0_1_8,0.22302356729051098
s_0_2_3,0.26470777759095654
s_0_2_4,0.6697704530670308
s_0_2_5,0.3015270865871571
s_0_2_6,0.4186603463604115
s_0_2_7,0.3631254173233174
s_0_2_8,0.24407875904580578
s_0_3_4,0.5517204142524861
s_0_3_5,0.006279421446379274
s_0_3_6,0.11586228379746899
s_0_3_7,0.11649856338044629
s_0_3_8,0.0640831328346394
s_0_4_5,0.42424279818078503
s_0_4_6,0.3647474087192677
s_0_4_7,0.3920150435878895
s_0_4_8,0.3143979943706654
s_0_5_6,0.020100612135138363
s_0_5_7,0.05763554194709286
s_0_5_8,0.010662666463758796
s_0_6_7,0.09872015932342038
s_0_6_8,0.025273213104810566
s_0_7_8,0.06458478042623028
s_1_2_3,0.2740568853332661
s_1_2_4,0.5295632816269062
s_1_2_5,0.23170583316823468
s_1_2_6,0.2965362704708241
s_1_2_7,0.4113424159004353
s_1_2_8,0.22250211605569348
s_1_3_4,0.5681718326522969
s_1_3_5,0.2887126244022511
s_1_3_6,0.22784443566342816
s_1_3_7,0.4063268638565205
s_1_3_8,0.15574235090753064
s_1_4_5,0.5225591994239949
s_1_4_6,0.39567315945168957
s_1_4_7,0.34738418826600537
s_1_4_8,0.38088119396707043
s_1_5_6,0.2207262254669331
s_1_5_7,0.2686363495304249
s_1_5_8,0.1760945207788609
s_1_6_7,0.35030007729073986
s_1_6_8,0.218266669602599
s_1_7_8,0.33634248742600903
s_2_3_4,0.7347968555404805
s_2_3_5,0.35808551678201184
s_2_3_6,0.43529811868211254
s_2_3_7,0.4884317255928181
s_2_3_8,0.25323820480844006
s_2_4_5,0.6193473673774861
s_2_4_6,0.5459947920753621
s_2_4_7,0.4808062351658009
s_2_4_8,0.5680427885963582
s_2_5_6,0.26962355145951733
s_2_5_7,0.3047667480423115
s_2_5_8,0.23866808781167492
s_2_6_7,0.39499161014100537
s_2_6_8,0.3600685633136891
s_2_7_8,0.322166953177657
s_3_4_5,0.6980581618263386
s_3_4_6,0.5823691225959919
s_3_4_7,0.6220277882530354
s_3_4_8,0.5378929711296223
s_3_5_6,0.1299257762148045
s_3_5_7,0.14012140402337536
s_3_5_8,0.053901195467915386
s_3_6_7,0.11263678589602932
s_3_6_8,0.14079930254956707
s_3_7_8,0.11945611605187878
s_4_5_6,0.462478551955428
s_4_5_7,0.48387819895287976
s_4_5_8,0.3134813047363423
s_4_6_7,0.3472883737995289
s_4_6_8,0.3595552779152058
s_4_7_8,0.4156166053726338
s_5_6_7,0.1440079695894383
s_5_6_8,0.04552508512279019
s_5_7_8,0.11525451758643612
s_6_7_8,0.07105173537274823
s_0_1_2_3,0.31342780956765637
s_0_1_2_4,0.5939421392395161
s_0_1_2_5,0.2701346314861439
s_0_1_2_6,0.3819617367698811
s_0_1_2_7,0.4894882179214619
s_0_1_2_8,0.2568701840355061
s_0_1_3_4,0.6148789263679646
s_0_1_3_5,0.32583737740060315
s_0_1_3_6,0.294853720755782
s_0_1_3_7,0.46395269403001294
s_0_1_3_8,0.19374348589917645
s_0_1_4_5,0.565406653971877
s_0_1_4_6,0.527156446070876
s_0_1_4_7,0.48863917955895886
s_0_1_4_8,0.4576475358917378
s_0_1_5_6,0.25322205194970593
s_0_1_5_7,0.32611349591752514
s_0_1_5_8,0.2015357799245976
s_0_1_6_7,0.5270947552635334
s_0_1_6_8,0.3390082455589436
s_0_1_7_8,0.47228685388108715
s_0_2_3_4,0.7458665109588765
s_0_2_3_5,0.35616067418595776
s_0_2_3_6,0.40270826587220654
s_0_2_3_7,0.44982207188149914
s_0_2_3_8,0.21183951565762982
s_0_2_4_5,0.6291205621673726
s_0_2_4_6,0.6362143493606709
s_0_2_4_7,0.6313606239273213
s_0_2_4_8,0.6225966549827717
s_0_2_5_6,0.2893525100662373
s_0_2_5_7,0.3042486644699238
s_0_2_5_8,0.2215995974256657
s_0_2_6_7,0.45546925434609875
s_0_2_6_8,0.3808250761940144
s_0_2_7_8,0.34707954892655835
s_0_3_4_5,0.6347257829620503
s_0_3_4_6,0.5398968196823262
s_0_3_4_7,0.6033774949028157
s_0_3_4_8,0.4723722971393727
s_0_3_5_6,0.13242136308690533
s_0_3_5_7,0.12396042415639386
s_0_3_5_8,0.04643181705614552
s_0_3_6_7,0.10623260954162106
s_0_3_6_8,0.10754689940949902
s_0_3_7_8,0.10450469324132428
s_0_4_5_6,0.4319100416614674
s_0_4_5_7,0.475261960120406
s_0_4_5_8,0.27286205062409863
s_0_4_6_7,0.3715516067459248
s_0_4_6_8,0.3874624110176228
s_0_4_7_8,0.4210334158851765
s_0_5_6_7,0.13782906898995861
s_0_5_6_8,0.08282159635564312
s_0_5_7_8,0.09560485550900921
s_0_6_7_8,0.08107111224671826
s_1_2_3_4,0.6743523813202046
s_1_2_3_5,0.307754818291869
s_1_2_3_6,0.3745355344726704
s_1_2_3_7,0.5149945355369709
s_1_2_3_8,0.24134894082089886
s_1_2_4_5,0.5279916859581135
