set,value
s_,0.0
s_0,0.000654288160149008
s_1,0.08786018443061039
s_2,-0.0002748181577771902
s_3,0.28648364794207737
s_4,0.012611722282599658
s_5,-0.0003683769900817424
s_6,0.004516990564297885
s_7,0.0025472300476394594
s_8,0.019163599878083915
s_0_1,0.01801825378788635
s_0_2,0.00015471834922209382
s_0_3,0.8556149030919187
s_0_4,0.2110520924325101
s_0_5,0.0007212625932879746
s_0_6,0.27686894190264866
s_0_7,0.034285473346244544
s_0_8,0.03363940742565319
s_1_2,0.028358933224808425
s_1_3,0.9980539108510129
s_1_4,0.9888497616047971
s_1_5,0.7177763010258786
s_1_6,0.9781715894932859
s_1_7,0.9817148472066037
s_1_8,0.9326870466466062
s_2_3,0.20448652160121128
s_2_4,0.11834579956484959
s_2_5,-0.00027442193822935224
s_2_6,0.008587315387558192
s_2_7,0.01123573788208887
s_2_8,0.10818120342446491
s_3_4,0.9981622124905698
s_3_5,0.9786956335301511
s_3_6,0.9976828123326413
s_3_7,0.9983360196347348
s_3_8,0.9980267907376401
s_4_5,0.12976293516112491
s_4_6,0.9973292375798337
s_4_7,0.9497622872586362
s_4_8,0.9679641748662107
s_5_6,0.009603209502529353
s_5_7,0.011922352656256407
s_5_8,0.27070582163287327
s_6_7,0.9949054743046872
s_6_8,0.9551701570744626
s_7_8,0.021273544698487967
s_0_1_2,0.013264799199532717
s_0_1_3,0.9982679511304013
s_0_1_4,0.9917274142499082
s_0_1_5,0.5403788114781491
s_0_1_6,0.9924784327740781
s_0_1_7,0.9748254443402402
s_0_1_8,0.8042274142499082
s_0_2_3,0.9114285136456601
s_0_2_4,0.6524267817731015
s_0_2_5,0.002231073274742812
s_0_2_6,0.3517480815644376
s_0_2_7,0.03881071013165638
s_0_2_8,0.025336214050184935
s_0_3_4,0.998167994141113
s_0_3_5,0.9873377705807798
s_0_3_6,0.9978125120396726
s_0_3_7,0.998358788609039
s_0_3_8,0.9975807691807859
s_0_4_5,0.73988527309848
s_0_4_6,0.9974553014035337
s_0_4_7,0.993233444809448
s_0_4_8,0.9931677008862607
s_0_5_6,0.738526048779022
s_0_5_7,0.07912113767815754
s_0_5_8,0.6212872887845151
s_0_6_7,0.9953311706776731
s_0_6_8,0.9783720995183103
s_0_7_8,0.12235332530690357
s_1_2_3,0.9976876999135129
s_1_2_4,0.9911627794499509
s_1_2_5,0.920628669380676
s_1_2_6,0.9928793336148374
s_1_2_7,0.9939839268918149
s_1_2_8,0.9875953222508542
s_1_3_4,0.9984446789021604
s_1_3_5,0.9983273769612424
s_1_3_6,0.9982146645779721
s_1_3_7,0.9984253073926084
s_1_3_8,0.9984958792920224
s_1_4_5,0.9924396301503293
s_1_4_6,0.9983050848240964
s_1_4_7,0.9981787229771726
s_1_4_8,0.9977753187413327
s_1_5_6,0.9950649763341062
s_1_5_7,0.995790543674957
s_1_5_8,0.9943262959714048
s_1_6_7,0.9983129526372068
s_1_6_8,0.9979334498639219
s_1_7_8,0.9864650393719785
s_2_3_4,0.9981963063473813
s_2_3_5,0.9903219367261045
s_2_3_6,0.9976812626118772
s_2_3_7,0.998191359161865
s_2_3_8,0.9980011011357419
s_2_4_5,0.5075510169262998
s_2_4_6,0.9979363108868711
s_2_4_7,0.9949402238125913
s_2_4_8,0.994607272266876
s_2_5_6,0.21114525449229404
s_2_5_7,0.12234701466513798
s_2_5_8,0.7200093890423886
s_2_6_7,0.9965080047841184
s_2_6_8,0.9896456028218381
s_2_7_8,0.13885179412318394
s_3_4_5,0.9983166481251828
s_3_4_6,0.9982108498807065
s_3_4_7,0.9981884981389157
s_3_4_8,0.9981222177739255
s_3_5_6,0.9981035615201108
s_3_5_7,0.998321654915344
s_3_5_8,0.9980089689488523
s_3_6_7,0.9983730341191404
s_3_6_8,0.9982953096623532
s_3_7_8,0.99835056316806
s_4_5_6,0.9970667983288877
s_4_5_7,0.9925583029980771
s_4_5_8,0.9919766808743589
s_4_6_7,0.9981974984402768
s_4_6_8,0.9979836369748227
s_4_7_8,0.9568853403325193
s_5_6_7,0.9937880064244382
s_5_6_8,0.9820922042126767
s_5_7_8,0.39863291633082554
s_6_7_8,0.9970289493794553
s_0_1_2_3,0.9981269861455075
s_0_1_2_4,0.9929581905598752
s_0_1_2_5,0.8788083220715635
s_0_1_2_6,0.9946294451947324
s_0_1_2_7,0.9864391113515012
s_0_1_2_8,0.6453938509221189
s_0_1_3_4,0.9983203436131589
s_0_1_3_5,0.9983202244038694
s_0_1_3_6,0.9973269726033323
s_0_1_3_7,0.9983462716336362
s_0_1_3_8,0.9981349135632627
s_0_1_4_5,0.9921256924862973
