set,value
s_,0.0
s_0,0.11979945987695828
s_1,0.062388809921685606
s_2,0.0028346998733468354
s_3,0.8123927140259184
s_4,0.11445960641140118
s_5,0.3042050027870573
s_6,0.02001572452718392
s_7,0.08876210689777508
s_8,0.014665332215372473
s_0_1,0.49214744806522503
s_0_2,0.17916305601829663
s_0_3,0.8010658645653166
s_0_4,0.7183215045952238
s_0_5,0.606846573355142
s_0_6,0.3787299418472685
s_0_7,0.6348103308700956
s_0_8,0.4748518490814604
s_1_2,0.2357720458530821
s_1_3,0.9016399407410063
s_1_4,0.46734440565342084
s_1_5,0.5628870153450407
s_1_6,0.4894695603870787
s_1_7,0.6118779206299223
s_1_8,0.4684750461601652
s_2_3,0.7518799328827299
s_2_4,0.09450851619476452
s_2_5,0.3864211165928282
s_2_6,0.022978406923357397
s_2_7,0.07990042358869687
s_2_8,0.039581018092576414
s_3_4,0.833539369108621
s_3_5,0.9101780080818571
s_3_6,0.7217748188995756
s_3_7,0.8354080343269743
s_3_8,0.8120402121567167
s_4_5,0.6501205587410368
s_4_6,0.4451409602188505
s_4_7,0.6122318530105986
s_4_8,0.5485256934189238
s_5_6,0.6325203204178251
s_5_7,0.7320615077042021
s_5_8,0.6292788410210051
s_6_7,0.12036304414505139
s_6_8,0.04137526691192761
s_7_8,0.26140278816455975
s_0_1_2,0.48939407110447064
s_0_1_3,0.9115711474441923
s_0_1_4,0.8565678024315275
s_0_1_5,0.7096272134804167
s_0_1_6,0.6950503015541472
s_0_1_7,0.8731353306793608
s_0_1_8,0.8307508254074492
s_0_2_3,0.8089213991188444
s_0_2_4,0.7723127627396025
s_0_2_5,0.688574256899301
s_0_2_6,0.3084276342415251
s_0_2_7,0.638980271818582
s_0_2_8,0.5051538372063078
s_0_3_4,0.8622244620346464
s_0_3_5,0.8858889961265959
s_0_3_6,0.7391874814056791
s_0_3_7,0.8170912289642729
s_0_3_8,0.8227261924766935
s_0_4_5,0.8345648670219816
s_0_4_6,0.7385863685631193
s_0_4_7,0.8682608628296293
s_0_4_8,0.828144135477487
s_0_5_6,0.7794148349785246
s_0_5_7,0.8527185344719328
s_0_5_8,0.8206224465393461
s_0_6_7,0.5270235562347807
s_0_6_8,0.47084352612728253
s_0_7_8,0.7477651858353056
s_1_2_3,0.8988896036171354
s_1_2_4,0.46117618918651715
s_1_2_5,0.6212660694145598
s_1_2_6,0.39634469390148297
s_1_2_7,0.6310083293938078
s_1_2_8,0.5130120539688505
s_1_3_4,0.7177417302154936
s_1_3_5,0.9182708883308806
s_1_3_6,0.7180321836494841
s_1_3_7,0.9059958481811918
s_1_3_8,0.8945979499840178
s_1_4_5,0.5657681846641935
