set,value
s_,0.0
s_0,0.0012961884785909206
s_1,0.00015397529932670295
s_2,0.00743477200740017
s_3,-0.00011947989696636796
s_4,0.002148258179659024
s_5,0.03732825504266657
s_6,0.02690954940044321
s_7,-0.00013688709441339597
s_8,0.015882081032032147
s_9,0.07304517613374628
s_10,0.0023256953863892704
s_11,0.016283805161947384
s_12,0.005381296999985352
s_13,0.00217977529973723
s_14,8.344001253135502e-05
s_15,0.0011895207280758768
s_0_1,0.006093870528275147
s_0_2,0.1277125372143928
s_0_3,0.0008727986423764378
s_0_4,0.013406305253738537
s_0_5,0.1375806225987617
s_0_6,0.28318201439105906
s_0_7,0.02025562958442606
s_0_8,0.08684352473937906
s_0_9,0.13707642690860666
s_0_10,0.04580399455153383
s_0_11,0.4138932420464698
s_0_12,0.47886653678142466
s_0_13,0.011698278278345242
s_0_14,0.039988574251765385
s_0_15,0.021579495311016217
s_1_2,0.010472819820279256
s_1_3,0.000372134119970724
s_1_4,0.017625513166422024
s_1_5,0.8109464539738838
s_1_6,0.05962158428155817
s_1_7,9.101597242988646e-05
s_1_8,0.07690326558076777
s_1_9,0.1979211314173881
s_1_10,0.0035267997591290623
s_1_11,0.10056643621646799
s_1_12,0.03211131380521692
s_1_13,0.000997161288978532
s_1_14,0.0003414254460949451
s_1_15,0.00015996801084838808
s_2_3,0.040369224414462224
s_2_4,0.42039727108203806
s_2_5,0.9704619540425483
s_2_6,0.6633195175381843
s_2_7,0.024317891016835347
s_2_8,0.5878431691380683
s_2_9,0.903082419798011
s_2_10,0.037924159929389134
s_2_11,0.5553645385953132
s_2_12,0.49633686678134836
s_2_13,0.017502081260317937
s_2_14,0.009247148089343682
s_2_15,0.0307400158199016
s_3_4,0.009785880014533177
s_3_5,0.010525426507228985
s_3_6,0.009771541372174397
s_3_7,0.0005827264103572816
s_3_8,0.013153589010471478
s_3_9,0.010470598615938798
s_3_10,0.0011570190836209804
s_3_11,0.011999691516393796
s_3_12,0.010800542921060696
s_3_13,0.0012203665974084288
s_3_14,4.393636481836438e-05
s_3_15,0.0006375850935000926
s_4_5,0.9800273670407478
s_4_6,0.6674654974194709
s_4_7,0.00932939411723055
s_4_8,0.6952947868558113
s_4_9,0.9814559115620796
s_4_10,0.2563097371312324
s_4_11,0.9315291537495796
s_4_12,0.848319281503791
s_4_13,0.019673212111229077
s_4_14,0.21735829548561014
s_4_15,0.0871674983354751
s_5_6,0.9791852726193611
s_5_7,0.7407603158208076
s_5_8,0.9821179999562446
s_5_9,0.9656465543957893
s_5_10,0.18475118713104166
s_5_11,0.9574292196484748
s_5_12,0.9802344931813423
s_5_13,0.5855486287327949
s_5_14,0.8500816716405097
s_5_15,0.8983563675137702
s_6_7,0.06019381494843401
s_6_8,0.7517551078053657
s_6_9,0.9544995917531196
s_6_10,0.6372477902623359
s_6_11,0.36879106299602427
s_6_12,0.7217509044858161
s_6_13,0.11845138357602991
s_6_14,0.8894860042782966
s_6_15,0.8480214966984931
s_7_8,0.3851583196374122
s_7_9,0.09196764664375223
s_7_10,0.0009640826901886612
s_7_11,0.18515985147678293
s_7_12,0.14366770224296488
s_7_13,0.0020437791536096483
s_7_14,-8.43367088236846e-05
s_7_15,0.002329080511117354
s_8_9,0.9698871268483344
s_8_10,0.37647454874240793
s_8_11,0.5906499518605415
s_8_12,0.038964518025750294
s_8_13,0.016173964977497235
s_8_14,0.7397834552975837
s_8_15,0.08002333776676096
s_9_10,0.7559602750989143
s_9_11,0.8263658775540534
s_9_12,0.8999430431576911
s_9_13,0.06974320547305979
s_9_14,0.9260817660542671
s_9_15,0.8948205603810493
s_10_11,0.6576300157757942
s_10_12,0.06358296857797541
s_10_13,0.0073755473422352225
s_10_14,0.003131825855234638
s_10_15,0.03486872525536455
s_11_12,0.29018579857074656
s_11_13,0.15173633830272593
s_11_14,0.27436049716197886
s_11_15,0.18609956340515055
s_12_13,0.0014761196507606655
s_12_14,0.052311935141915455
s_12_15,0.22980902032577433
s_13_14,0.001084912713849917
s_13_15,0.00431502066203393
s_14_15,0.0005065645382273942
s_0_1_2,0.6502773656102363
s_0_1_3,0.021801597118610516
s_0_1_4,0.4845526410790626
s_0_1_5,0.9922792209836189
s_0_1_6,0.9415215744229499
s_0_1_7,0.07977743880474009
s_0_1_8,0.5830948247166816
s_0_1_9,0.9380029930325691
s_0_1_10,0.25458248393260874
s_0_1_11,0.7431378258916084
s_0_1_12,0.9259205950947944
s_0_1_13,0.2649244560452644
s_0_1_14,0.04051179127418436
s_0_1_15,0.04720057235681452
s_0_2_3,0.5258226885052864
s_0_2_4,0.728217472002143
s_0_2_5,0.9809749616833869
s_0_2_6,0.9582822217198554
s_0_2_7,0.6944937600346748
s_0_2_8,0.6948930515500251
s_0_2_9,0.9335606588574592
s_0_2_10,0.5171352519246284
s_0_2_11,0.7580146087857429
s_0_2_12,0.9417871131154243
s_0_2_13,0.2425990744086448
s_0_2_14,0.2656994058343116
s_0_2_15,0.4693628741952125
s_0_3_4,0.027098045364255086
s_0_3_5,0.5562575353833381
s_0_3_6,0.10434298650943674
s_0_3_7,0.024016230046981946
s_0_3_8,0.01889263527118601
s_0_3_9,0.03513057963573374
s_0_3_10,0.1354671164008323
s_0_3_11,0.07370771156274714
s_0_3_12,0.18209189610206522
s_0_3_13,0.013674292393261567
s_0_3_14,0.08413399444543757
s_0_3_15,0.007752328790957108
s_0_4_5,0.8240157856198493
s_0_4_6,0.9015622629376594
s_0_4_7,0.060551681235665455
s_0_4_8,0.729404498502845
s_0_4_9,0.9201700581761543
s_0_4_10,0.3142550780030433
s_0_4_11,0.9287931813450996
s_0_4_12,0.923822690412635
s_0_4_13,0.07016379819833674
s_0_4_14,0.42840259210788645
s_0_4_15,0.13716100589954294
s_0_5_6,0.9837515844556037
s_0_5_7,0.90036128895008
s_0_5_8,0.9890339268895332
s_0_5_9,0.9075800074788276
s_0_5_10,0.8542911304684822
s_0_5_11,0.9856246008130256
s_0_5_12,0.9837384714337531
s_0_5_13,0.9721254600735847
s_0_5_14,0.9766560687276069
s_0_5_15,0.8750859393330757
s_0_6_7,0.6942818059178535
s_0_6_8,0.9356113566609565
s_0_6_9,0.9816517128201667
s_0_6_10,0.9553951515408698
s_0_6_11,0.9573931588383857
s_0_6_12,0.9776629103871528
s_0_6_13,0.8174546255322639
s_0_6_14,0.9823287023755256
s_0_6_15,0.9796356453152839
s_0_7_8,0.5261677397938911
s_0_7_9,0.7656419171544258
s_0_7_10,0.6940415395947639
s_0_7_11,0.914230336114997
s_0_7_12,0.8791515125485603
s_0_7_13,0.011010540329152718
s_0_7_14,0.3275818421097938
s_0_7_15,0.4557685150357429
s_0_8_9,0.9292163147183601
s_0_8_10,0.4331510855408851
s_0_8_11,0.7267582310887519
s_0_8_12,0.5492688311787788
s_0_8_13,0.07534818039857782
s_0_8_14,0.8688749565335456
s_0_8_15,0.3567995323392097
s_0_9_10,0.7456994547101203
s_0_9_11,0.9584085239621345
s_0_9_12,0.9253879083844367
s_0_9_13,0.47373815314495005
s_0_9_14,0.9719480170460884
s_0_9_15,0.915835310384864
s_0_10_11,0.9405958546849433
s_0_10_12,0.5541438354703132
s_0_10_13,0.15317416624748148
s_0_10_14,0.36745416061603464
s_0_10_15,0.6447064174863044
s_0_11_12,0.661838044092292
s_0_11_13,0.2181188954564277
s_0_11_14,0.8022133602353279
s_0_11_15,0.5254638089390937
s_0_12_13,0.030854490265483037
s_0_12_14,0.7314965023251716
s_0_12_15,0.7894735230656806
s_0_13_14,0.09561422900878824
s_0_13_15,0.049156342312926427
s_0_14_15,0.054585278645390645
s_1_2_3,0.03808117346488871
s_1_2_4,0.6746573938580696
