set,value
s_,0.0
s_0,0.00103733767173253
s_1,0.0017271113756578416
s_2,-0.00011393592649255879
s_3,-8.162127051036805e-05
s_4,-6.793303327867761e-05
s_5,0.00021657763863913715
s_6,0.053163232252700254
s_7,-6.936349382158369e-05
s_8,0.00027552354731597006
s_9,-5.076183151686564e-05
s_10,0.005022552766604349
s_11,-9.659136412665248e-05
s_12,0.0004964312829542905
s_13,0.0014820021751802415
s_14,0.019688494474394247
s_15,-7.260536949615926e-05
s_0_1,0.039962248847587034
s_0_2,0.008417604462010786
s_0_3,0.012429197289748117
s_0_4,0.6921846028126311
s_0_5,0.9397569056309294
s_0_6,0.006714196846587583
s_0_7,0.003980542038334534
s_0_8,0.04873698388109915
s_0_9,0.11857455779681914
s_0_10,0.008136291959090158
s_0_11,0.0007241273706313223
s_0_12,0.00613116702879779
s_0_13,0.009971191146178171
s_0_14,0.05135914494167082
s_0_15,0.004255997453583404
s_1_2,0.012254546367330477
s_1_3,0.027950141549808905
s_1_4,0.005171199765754864
s_1_5,0.35937274058233015
s_1_6,0.0030200569599401206
s_1_7,0.0012600569461937994
s_1_8,0.002360676386160776
s_1_9,0.021392416179878637
s_1_10,0.0017275048594456166
s_1_11,0.00034001938183791935
s_1_12,0.00392466873745434
s_1_13,0.00824395936797373
s_1_14,0.054735006735427305
s_1_15,0.003607448627008125
s_2_3,-2.522206341382116e-05
s_2_4,0.0004009544209111482
s_2_5,-0.00010395190474810079
s_2_6,0.04718262885580771
s_2_7,-0.00013117754861013964
s_2_8,0.007490702875657007
s_2_9,8.564486051909626e-05
s_2_10,0.006189839419675991
s_2_11,-5.803449312224984e-05
s_2_12,0.000597691658185795
s_2_13,0.00022391040693037212
s_2_14,0.015500932902796194
s_2_15,0.00039376047789119184
s_3_4,8.105896995402873e-05
s_3_5,3.050110535696149e-06
s_3_6,0.04373781938920729
s_3_7,-0.0001013354049064219
s_3_8,0.0008589722856413573
s_3_9,-0.000127270493976539
s_3_10,0.0011508651950862259
s_3_11,-9.973920532502234e-05
s_3_12,0.0004378891026135534
s_3_13,0.0008466896542813629
s_3_14,0.005743254878325388
s_3_15,0.000306179077597335
s_4_5,-4.358761361800134e-05
s_4_6,0.009347653918666765
s_4_7,5.01233444083482e-05
s_4_8,4.6721790567971766e-05
s_4_9,-0.00010534887405810878
s_4_10,0.0032251467637252063
